cate_1_name,cate_2_name,cate_3_name,city_name,comment_cnt,location_id,per_pay,score,shop_id,shop_level,sales,views
美食,休闲茶饮,饮品/甜点,湖州,12.0,885,8,4.0,1,2,92689,5184
超市便利店,超市,,哈尔滨,,64,19,,2,1,39110,5984
美食,休闲茶饮,奶茶,南昌,2.0,774,5,3.0,3,0,10469,601
超市便利店,超市,,天津,,380,18,,4,1,13606,4502
美食,休闲食品,生鲜水果,杭州,2.0,263,2,2.0,5,0,31455,383
美食,烘焙糕点,面包,大连,1.0,1139,13,3.0,6,0,16896,1020
美食,快餐,西式快餐,绍兴,9.0,145,13,3.0,7,2,69938,4378
美食,休闲食品,生鲜水果,杭州,1.0,234,16,3.0,8,0,7510,1003
超市便利店,超市,,杭州,0.0,1120,15,4.0,9,1,67018,2117
超市便利店,超市,,孝感,,98,10,,10,0,5583,138
美食,小吃,其它小吃,上海,1.0,134,12,3.0,11,0,23199,338
美食,中餐,东北菜,宁波,2.0,786,20,1.0,12,0,17985,2642
美食,快餐,中式快餐,杭州,2.0,286,6,0.0,13,0,33457,405
美食,快餐,中式快餐,深圳,4.0,862,7,1.0,14,2,30342,4835
超市便利店,超市,,西安,,101,19,,15,0,12692,877
美食,小吃,其它小吃,武汉,3.0,510,17,3.0,16,2,32636,2673
美食,快餐,西式快餐,厦门,7.0,707,15,2.0,17,2,36759,5659
美食,火锅,麻辣烫/串串香,福州,1.0,260,7,4.0,18,0,5716,495
美食,休闲茶饮,饮品/甜点,上海,5.0,701,11,3.0,19,2,59173,1593
美食,汤/粥/煲/砂锅/炖菜,粥,广州,3.0,251,5,2.0,20,0,21258,1085
美食,烘焙糕点,蛋糕,上海,1.0,860,9,3.0,21,0,24440,708
美食,烘焙糕点,面包,重庆,3.0,777,6,2.0,22,2,31008,2739
超市便利店,便利店,,青岛,0.0,645,3,3.0,23,1,39248,233
美食,其他美食,西餐,温州,2.0,1058,12,2.0,24,1,18477,3392
美食,快餐,西式快餐,昆明,9.0,354,14,3.0,25,2,45869,3938
美食,快餐,中式快餐,厦门,3.0,620,12,1.0,26,1,22923,1396
美食,快餐,中式快餐,济南,2.0,109,2,3.0,27,1,24979,677
美食,快餐,西式快餐,泉州,4.0,975,14,2.0,28,2,25638,5077
美食,小吃,米粉/米线,广州,2.0,552,6,1.0,29,0,23165,387
美食,快餐,西式快餐,中山,2.0,498,7,2.0,30,2,13705,13438
超市便利店,超市,,北京,,571,18,,31,1,42360,1048
超市便利店,便利店,,杭州,0.0,789,2,4.0,32,1,105249,443
超市便利店,超市,,成都,,1159,20,,33,1,5664,1708
美食,休闲茶饮,奶茶,南京,10.0,680,4,3.0,34,0,85469,1519
超市便利店,超市,,东莞,0.0,296,18,2.0,35,0,60852,4534
超市便利店,超市,,中山,0.0,795,17,4.0,36,0,19639,2269
美食,快餐,西式快餐,上海,4.0,639,9,3.0,37,2,56483,5550
超市便利店,便利店,,广州,0.0,36,2,3.0,38,0,22958,474
美食,休闲食品,生鲜水果,上海,6.0,205,9,2.0,39,0,60826,3180
超市便利店,超市,,湖州,,1125,18,,40,0,12412,192
美食,快餐,西式快餐,上海,9.0,1054,10,3.0,41,2,69627,11403
美食,休闲茶饮,奶茶,武汉,2.0,198,1,3.0,42,0,11987,343
美食,快餐,西式快餐,上饶,3.0,102,15,2.0,43,2,20172,3778
美食,火锅,川味/重庆火锅,郑州,5.0,1088,20,4.0,44,2,12444,37001
美食,中餐,川菜,宁波,0.0,436,16,1.0,45,0,4727,230
超市便利店,超市,,南京,0.0,575,10,0.0,46,1,43971,589
超市便利店,便利店,,北京,,322,6,,47,1,12425,46
超市便利店,超市,,绍兴,,516,18,,48,0,42566,879
超市便利店,超市,,南通,0.0,253,19,3.0,49,1,133772,6504
美食,烘焙糕点,面包,上海,0.0,93,14,3.0,50,2,6650,1817
美食,快餐,中式快餐,北京,3.0,659,12,2.0,51,2,24603,2549
美食,休闲茶饮,奶茶,绍兴,2.0,192,7,3.0,52,0,17307,1003
超市便利店,便利店,,杭州,,264,2,,53,1,20321,216
超市便利店,超市,,武汉,0.0,423,9,0.0,54,1,80266,1990
美食,快餐,西式快餐,上海,8.0,357,10,3.0,55,2,77881,4934
美食,快餐,西式快餐,成都,6.0,55,14,3.0,56,2,28368,2240
美食,快餐,西式快餐,上海,8.0,229,14,2.0,57,2,73638,3829
超市便利店,超市,,杭州,2.0,1093,19,3.0,58,1,476209,16239
超市便利店,便利店,,上海,,229,4,,59,1,22515,205
美食,烘焙糕点,面包,成都,5.0,730,8,3.0,60,2,36691,1939
美食,小吃,面点,厦门,1.0,203,4,3.0,61,0,10795,299
美食,快餐,西式快餐,盐城,7.0,872,15,3.0,62,2,43538,5362
超市便利店,超市,,温州,,158,17,,63,0,35508,1092
美食,休闲茶饮,冰激凌,成都,6.0,197,1,4.0,64,0,26138,927
超市便利店,超市,,上海,,731,20,,65,1,121430,7804
超市便利店,便利店,,宁波,0.0,58,2,1.0,66,1,18632,179
美食,小吃,面点,南京,2.0,297,7,1.0,67,0,21066,1423
超市便利店,便利店,,广州,,490,3,,68,1,5825,445
休闲娱乐,网吧网咖,,南京,1.0,422,14,3.0,69,0,16722,1407
美食,烘焙糕点,蛋糕,北京,2.0,667,15,4.0,70,2,6999,1839
美食,烘焙糕点,面包,北京,2.0,761,9,3.0,71,1,24778,1533
超市便利店,超市,,广州,0.0,552,17,4.0,72,1,129555,2097
超市便利店,超市,,苏州,,780,16,,73,0,8032,1532
美食,快餐,其它快餐,上海,1.0,898,12,1.0,74,0,26672,237
美食,休闲茶饮,奶茶,济南,1.0,1104,1,4.0,75,0,4911,439
美食,烘焙糕点,面包,厦门,1.0,687,19,3.0,76,0,15711,813
美食,休闲茶饮,咖啡厅,宁波,2.0,429,17,1.0,77,0,15750,817
美食,快餐,中式快餐,上海,1.0,699,8,1.0,78,0,9053,423
美食,快餐,中式快餐,上海,3.0,1033,15,2.0,79,1,40554,968
超市便利店,超市,,金华,,874,17,,80,0,8896,727
美食,休闲食品,生鲜水果,上海,0.0,943,3,3.0,81,0,26133,247
美食,中餐,粤菜,广州,4.0,47,6,1.0,82,1,35604,1404
美食,快餐,西式快餐,无锡,5.0,180,12,3.0,83,1,41462,6671
美食,烘焙糕点,面包,上海,3.0,697,11,3.0,84,0,43108,2052
美食,快餐,西式快餐,苏州,5.0,138,12,3.0,85,2,38779,3665
超市便利店,超市,,成都,0.0,910,19,3.0,86,1,41649,2335
美食,快餐,中式快餐,福州,1.0,122,5,2.0,87,0,30585,911
美食,快餐,西式快餐,温州,13.0,665,13,3.0,88,2,163534,10985
超市便利店,超市,,重庆,0.0,754,17,4.0,89,1,18581,3882
美食,烘焙糕点,面包,上海,6.0,507,15,3.0,90,2,77091,2092
超市便利店,超市,,福州,,930,18,,91,0,11815,475
超市便利店,超市,,成都,0.0,818,19,4.0,92,1,49832,4945
美食,快餐,中式快餐,深圳,1.0,813,5,0.0,93,0,15247,514
美食,烘焙糕点,其它烘焙糕点,深圳,1.0,79,10,3.0,94,0,13143,403
美食,小吃,面点,济南,1.0,682,4,3.0,95,0,10714,1171
美食,小吃,面点,武汉,2.0,65,1,3.0,96,0,14073,632
美食,休闲食品,生鲜水果,廊坊,0.0,240,4,3.0,97,0,13144,525
美食,快餐,中式快餐,广州,1.0,587,12,1.0,98,1,11466,879
美食,休闲食品,生鲜水果,沈阳,1.0,692,5,4.0,99,0,19188,654
美食,快餐,西式快餐,南京,13.0,215,8,3.0,100,2,97368,8040
美食,烧烤,中式烧烤,温州,3.0,585,5,3.0,101,0,26686,2049
超市便利店,超市,,杭州,,914,13,,102,0,12211,439
美食,小吃,其它小吃,北京,1.0,977,4,1.0,103,0,10366,142
美食,快餐,西式快餐,福州,5.0,939,13,2.0,104,2,35598,2765
美食,快餐,西式快餐,苏州,7.0,15,14,3.0,105,2,49665,3820
超市便利店,便利店,,广州,0.0,309,2,4.0,106,0,18975,379
美食,休闲茶饮,奶茶,杭州,3.0,1093,7,3.0,107,0,39238,358
美食,快餐,西式快餐,上海,3.0,1010,8,2.0,108,2,32730,2784
超市便利店,便利店,,金华,,622,11,,109,0,13457,143
超市便利店,便利店,,北京,,982,7,,110,1,23836,81
美食,休闲茶饮,饮品/甜点,北京,3.0,430,9,3.0,111,2,26660,1336
超市便利店,超市,,珠海,0.0,204,18,3.0,112,1,38026,1389
超市便利店,超市,,厦门,,1107,1,,113,0,13354,77
美食,快餐,西式快餐,上海,15.0,134,9,3.0,114,2,170423,12151
美食,快餐,中式快餐,杭州,6.0,89,6,2.0,115,0,52854,1254
超市便利店,超市,,杭州,,386,2,,116,0,23558,143
美食,中餐,江浙菜,杭州,3.0,523,20,0.0,117,2,27547,9349
美食,快餐,中式快餐,北京,0.0,652,8,2.0,118,0,10652,130
美食,快餐,西式快餐,保定,2.0,1087,10,3.0,119,2,16889,6040
超市便利店,超市,,杭州,,1111,14,,120,0,26407,323
美食,快餐,中式快餐,上海,3.0,406,8,3.0,121,2,25530,4434
美食,快餐,其它快餐,上海,1.0,572,16,3.0,122,0,12106,496
美食,休闲食品,生鲜水果,北京,3.0,114,10,2.0,123,0,31368,582
超市便利店,超市,,杭州,0.0,1094,17,3.0,124,1,121802,3290
美食,快餐,西式快餐,大连,3.0,877,11,4.0,125,2,18027,2362
美食,小吃,其它小吃,成都,0.0,112,5,3.0,126,0,9067,566
美食,快餐,西式快餐,武汉,3.0,317,13,1.0,127,1,17755,1519
美食,其他美食,西餐,温州,1.0,665,20,2.0,128,2,15767,5553
超市便利店,超市,,宁波,0.0,46,20,4.0,129,1,73648,5746
超市便利店,超市,,南京,0.0,130,18,4.0,130,1,83889,3608
美食,休闲食品,生鲜水果,武汉,3.0,917,15,4.0,131,0,26427,578
美食,快餐,西式快餐,柳州,2.0,768,13,3.0,132,0,10543,3385
美食,快餐,中式快餐,广州,2.0,494,10,2.0,133,0,16699,1300
美食,小吃,其它小吃,宁波,1.0,764,1,3.0,134,0,34363,895
美食,休闲茶饮,奶茶,上海,4.0,828,7,4.0,135,0,24223,863
美食,烘焙糕点,面包,武汉,3.0,510,10,3.0,136,2,26877,2160
美食,烘焙糕点,面包,宁波,1.0,436,15,3.0,137,0,15878,1250
美食,小吃,面点,上海,4.0,642,16,1.0,138,0,58117,3094
美食,快餐,西式快餐,上海,4.0,244,12,3.0,139,1,29593,4193
超市便利店,便利店,,北京,,1043,5,,140,1,43867,98
超市便利店,超市,,北京,,658,17,,141,0,9330,741
超市便利店,便利店,,杭州,,789,2,,142,1,51236,622
美食,快餐,中式快餐,北京,2.0,476,3,2.0,143,0,14211,1226
美食,休闲茶饮,奶茶,上海,2.0,1054,5,4.0,144,0,13573,226
美食,快餐,西式快餐,台州,5.0,988,15,2.0,145,2,37371,3090
超市便利店,超市,,福州,,1075,19,,146,1,158867,4930
超市便利店,便利店,,广州,0.0,552,3,2.0,147,1,35882,529
超市便利店,便利店,,武汉,,737,5,,148,0,6122,88
美食,小吃,其它小吃,厦门,4.0,955,3,2.0,149,0,21893,3087
美食,休闲茶饮,饮品/甜点,厦门,2.0,1080,12,4.0,150,0,8158,394
美食,快餐,西式快餐,上海,3.0,809,9,2.0,151,1,33047,1208
美食,休闲食品,零食,武汉,1.0,557,16,3.0,152,2,11918,1817
超市便利店,超市,,黄冈,,515,17,,153,1,21305,2476
美食,休闲食品,零食,福州,0.0,330,1,1.0,154,0,18951,227
美食,快餐,西式快餐,江门,7.0,635,7,3.0,155,2,35176,14115
超市便利店,超市,,惠州,,334,18,,156,0,15931,1004
美食,快餐,西式快餐,北京,7.0,1154,14,3.0,157,2,33832,3040
美食,休闲食品,生鲜水果,温州,2.0,840,8,3.0,158,0,25475,404
美食,快餐,西式快餐,金华,6.0,595,15,3.0,159,2,36488,4550
超市便利店,便利店,,上海,0.0,153,2,4.0,160,1,75919,298
美食,小吃,其它小吃,南京,2.0,832,5,2.0,161,0,23874,1140
超市便利店,便利店,,广州,0.0,343,2,3.0,162,0,20480,355
超市便利店,超市,,杭州,0.0,778,17,4.0,163,0,16132,2225
美食,汤/粥/煲/砂锅/炖菜,砂锅/煲类/炖菜,武汉,1.0,435,1,3.0,164,0,29572,204
美食,休闲茶饮,饮品/甜点,南京,1.0,680,6,4.0,165,0,8258,270
美食,其他美食,日韩料理,北京,4.0,632,19,3.0,166,0,17946,1320
美食,小吃,其它小吃,宁波,5.0,252,1,4.0,167,0,41912,814
超市便利店,超市,,杭州,,672,10,,168,0,13894,317
美食,中餐,西北菜,南京,5.0,434,20,3.0,169,0,24595,3265
超市便利店,超市,,天津,0.0,43,18,4.0,170,1,15364,3111
美食,快餐,西式快餐,上海,7.0,709,8,3.0,171,2,69565,4655
超市便利店,超市,,北京,0.0,1005,19,4.0,172,1,52897,4761
超市便利店,超市,,南京,,66,16,,173,1,50633,1054
美食,休闲食品,生鲜水果,温州,3.0,936,2,4.0,174,0,50877,337
超市便利店,超市,,武汉,0.0,435,18,4.0,175,1,28762,656
美食,休闲茶饮,奶茶,常州,3.0,385,6,3.0,176,0,26005,801
美食,快餐,西式快餐,上海,5.0,415,11,3.0,177,2,41201,2895
超市便利店,超市,,上海,,630,16,,178,0,11207,191
美食,快餐,中式快餐,嘉兴,3.0,1136,10,3.0,179,2,29997,2993
超市便利店,超市,,苏州,,729,16,,180,0,34046,1221
美食,快餐,西式快餐,黄石,6.0,529,14,2.0,181,2,37226,9349
美食,快餐,西式快餐,聊城,2.0,455,11,3.0,182,2,13795,5623
美食,快餐,西式快餐,北京,12.0,42,9,3.0,183,2,84270,2702
美食,中餐,其它地方菜,北京,2.0,464,17,2.0,184,0,11117,2640
美食,休闲食品,其它休闲食品,广州,3.0,522,9,2.0,185,0,27424,732
美食,快餐,西式快餐,苏州,9.0,504,13,3.0,186,2,69335,3678
美食,快餐,西式快餐,惠州,5.0,83,8,2.0,187,2,23641,15850
美食,休闲茶饮,饮品/甜点,苏州,3.0,990,9,4.0,188,2,39830,1548
超市便利店,超市,,无锡,,984,17,,189,1,144810,7331
美食,快餐,西式快餐,深圳,4.0,734,14,1.0,190,2,24414,1605
美食,快餐,西式快餐,深圳,4.0,531,7,3.0,191,1,25026,3545
美食,快餐,西式快餐,东莞,4.0,858,14,2.0,192,2,28254,3068
美食,快餐,西式快餐,西安,9.0,1070,13,3.0,193,2,48929,3328
美食,休闲茶饮,奶茶,上海,1.0,1032,5,3.0,194,0,23118,124
美食,其他美食,西餐,孝感,4.0,98,19,1.0,195,2,26496,26468
美食,快餐,西式快餐,深圳,3.0,407,15,1.0,196,2,26513,2055
美食,烘焙糕点,面包,绍兴,2.0,1063,9,3.0,197,0,18478,4285
美食,快餐,中式快餐,南京,1.0,399,8,1.0,198,0,14141,340
超市便利店,超市,,苏州,,1034,15,,199,0,18299,905
美食,快餐,西式快餐,上海,9.0,478,16,1.0,200,2,84358,3446
美食,小吃,其它小吃,南京,0.0,1053,4,3.0,201,0,5644,97
美食,休闲食品,生鲜水果,厦门,1.0,1107,1,2.0,202,0,27784,238
超市便利店,超市,,上海,,356,18,,203,1,92469,6761
美食,快餐,西式快餐,佛山,3.0,738,10,3.0,204,2,20872,10881
美食,烘焙糕点,蛋糕,杭州,2.0,280,9,4.0,205,1,36561,1996
美食,中餐,粤菜,南宁,1.0,353,20,1.0,206,2,7097,2759
美食,中餐,川菜,北京,5.0,396,17,3.0,207,2,24550,2499
超市便利店,超市,,北京,,580,17,,208,0,7981,351
美食,休闲茶饮,饮品/甜点,常州,3.0,743,11,3.0,209,2,21384,1453
美食,小吃,其它小吃,武汉,7.0,788,14,3.0,210,2,52983,3473
美食,快餐,西式快餐,深圳,9.0,966,12,2.0,211,2,47586,4665
美食,中餐,江浙菜,南通,1.0,995,20,1.0,212,0,8983,4086
美食,休闲食品,生鲜水果,温州,2.0,1058,1,4.0,213,0,20872,270
美食,中餐,江浙菜,深圳,1.0,1109,20,1.0,214,2,8564,5333
美食,休闲茶饮,奶茶,北京,7.0,77,4,3.0,215,0,40282,499
美食,烘焙糕点,蛋糕,北京,3.0,376,14,4.0,216,2,25604,1617
美食,快餐,西式快餐,杭州,20.0,1092,13,3.0,217,2,139728,10620
超市便利店,超市,,北京,,1043,2,,218,1,5671,212
美食,休闲食品,生鲜水果,温州,1.0,236,11,3.0,219,0,12394,646
美食,中餐,川菜,杭州,2.0,378,20,3.0,220,0,22290,6446
美食,烘焙糕点,面包,武汉,2.0,259,13,3.0,221,0,17694,1260
美食,休闲食品,零食,南昌,1.0,774,14,0.0,222,1,5288,612
美食,火锅,麻辣烫/串串香,武汉,6.0,198,20,3.0,223,0,24164,3043
超市便利店,便利店,,温州,0.0,442,2,2.0,224,1,26705,438
美食,快餐,中式快餐,宁波,1.0,58,9,0.0,225,0,14836,500
美食,快餐,中式快餐,广州,7.0,928,5,2.0,226,0,45184,1713
美食,休闲茶饮,饮品/甜点,西安,3.0,708,6,3.0,227,0,17426,913
超市便利店,超市,,南京,0.0,221,13,4.0,228,1,17221,351
美食,快餐,西式快餐,佛山,3.0,881,9,3.0,229,2,26621,10064
超市便利店,超市,,福州,,607,14,,230,0,6201,204
超市便利店,超市,,南京,0.0,212,17,4.0,231,1,22789,1914
超市便利店,便利店,,温州,0.0,841,5,3.0,232,1,22405,484
美食,烘焙糕点,面包,杭州,6.0,264,11,3.0,233,1,85395,4477
美食,快餐,中式快餐,合肥,2.0,374,5,0.0,234,0,19818,1474
美食,休闲茶饮,奶茶,合肥,6.0,775,5,4.0,235,0,22535,1810
美食,快餐,中式快餐,苏州,2.0,63,9,2.0,236,2,20260,5996
美食,烘焙糕点,面包,南宁,1.0,1137,10,3.0,237,0,16727,1295
美食,快餐,中式快餐,北京,3.0,42,20,2.0,238,0,24669,4588
美食,快餐,西式快餐,宿迁,6.0,265,16,3.0,239,2,32913,11806
美食,快餐,西式快餐,上海,10.0,544,9,3.0,240,2,87532,8653
美食,烘焙糕点,面包,上海,2.0,924,11,3.0,241,2,26506,1807
美食,休闲食品,生鲜水果,宁波,2.0,58,13,3.0,242,0,27769,930
超市便利店,超市,,漳州,,202,18,,243,1,88512,8408
美食,休闲茶饮,奶茶,广州,2.0,44,2,3.0,244,0,19492,1337
美食,休闲食品,零食,绍兴,2.0,219,6,4.0,245,0,38276,785
美食,小吃,其它小吃,武汉,1.0,324,6,2.0,246,0,8228,146
医疗健康,药店,,武汉,1.0,198,20,3.0,247,0,6667,0
美食,烘焙糕点,面包,上海,0.0,1019,10,3.0,248,1,6546,963
美食,快餐,中式快餐,宁波,1.0,166,16,3.0,249,0,16339,858
美食,烧烤,中式烧烤,武汉,2.0,831,20,1.0,250,0,11015,4454
美食,快餐,中式快餐,北京,2.0,94,6,3.0,251,0,14722,437
美食,快餐,西式快餐,深圳,7.0,491,13,3.0,252,2,37659,8550
美食,中餐,海鲜,北京,3.0,1150,20,3.0,253,0,9626,12122
美食,休闲茶饮,奶茶,厦门,1.0,1107,1,4.0,254,0,18118,307
美食,快餐,中式快餐,北京,1.0,538,11,2.0,255,0,15042,1139
超市便利店,超市,,南宁,0.0,76,18,3.0,256,1,63023,11504
超市便利店,便利店,,北京,,129,6,,257,0,10589,331
美食,快餐,西式快餐,蚌埠,8.0,159,12,3.0,258,2,42879,5011
美食,休闲茶饮,饮品/甜点,苏州,3.0,685,10,3.0,259,2,28844,1297
美食,快餐,西式快餐,金华,6.0,923,15,2.0,260,2,34106,3596
美食,快餐,西式快餐,南宁,8.0,1137,15,2.0,261,2,47818,4233
美食,小吃,其它小吃,宁波,3.0,150,9,3.0,262,0,29473,1489
超市便利店,便利店,,杭州,,1091,10,,263,1,34048,470
美食,休闲食品,生鲜水果,杭州,3.0,521,8,3.0,264,0,37019,324
美食,快餐,中式快餐,长沙,3.0,394,7,2.0,265,2,19255,4690
美食,快餐,西式快餐,沈阳,5.0,128,13,3.0,266,2,29574,2420
美食,快餐,中式快餐,金华,1.0,267,6,0.0,267,0,11856,1557
超市便利店,便利店,,深圳,0.0,531,3,3.0,268,0,26953,233
美食,快餐,中式快餐,上海,1.0,365,9,1.0,269,0,11732,1115
美食,快餐,中式快餐,广州,10.0,928,5,3.0,270,0,46865,1521
美食,快餐,其它快餐,广州,1.0,488,5,0.0,271,0,18810,614
美食,烘焙糕点,面包,杭州,3.0,280,1,4.0,272,0,65509,968
美食,快餐,西式快餐,济南,9.0,934,13,3.0,273,2,52587,2757
美食,快餐,中式快餐,深圳,4.0,733,7,2.0,274,2,28554,5241
美食,休闲食品,生鲜水果,广州,2.0,8,4,3.0,275,0,33945,765
超市便利店,超市,,上海,,168,19,,276,1,25839,3422
美食,中餐,西北菜,上海,2.0,1054,20,3.0,277,2,10590,3556
美食,快餐,西式快餐,广州,14.0,343,8,3.0,278,2,78116,12546
美食,快餐,西式快餐,广州,8.0,228,13,0.0,279,0,112728,4964
美食,休闲茶饮,饮品/甜点,武汉,2.0,812,15,3.0,280,0,10390,599
美食,快餐,西式快餐,苏州,10.0,276,13,3.0,281,2,73060,4242
超市便利店,便利店,,杭州,0.0,378,3,3.0,282,1,57874,401
美食,中餐,海鲜,大连,9.0,227,20,4.0,283,0,31559,13513
美食,休闲茶饮,饮品/甜点,上海,0.0,924,9,3.0,284,0,16930,115
美食,快餐,中式快餐,杭州,11.0,629,14,2.0,285,2,93795,4737
美食,中餐,江浙菜,温州,1.0,837,1,2.0,286,0,61167,317
美食,快餐,西式快餐,苏州,13.0,276,15,3.0,287,2,86355,7546
美食,其他美食,西餐,上海,2.0,906,18,3.0,288,1,26572,1065
美食,快餐,中式快餐,深圳,2.0,1078,9,3.0,289,0,20379,757
超市便利店,便利店,,温州,0.0,141,6,4.0,290,1,17454,189
美食,快餐,其它快餐,上海,1.0,255,11,3.0,291,0,17698,555
超市便利店,便利店,,广州,0.0,57,3,0.0,292,0,29477,516
超市便利店,超市,,福州,0.0,122,17,3.0,293,1,67697,2204
美食,汤/粥/煲/砂锅/炖菜,砂锅/煲类/炖菜,南京,3.0,680,8,3.0,294,0,42290,838
美食,休闲茶饮,奶茶,南昌,3.0,848,1,3.0,295,0,23762,419
超市便利店,超市,,成都,,845,18,,296,1,139253,8382
美食,休闲食品,生鲜水果,长沙,2.0,104,2,2.0,297,0,18236,683
超市便利店,超市,,西安,,1020,19,,298,1,89670,12611
美食,快餐,中式快餐,杭州,6.0,884,8,3.0,299,2,69145,7635
美食,休闲食品,生鲜水果,杭州,1.0,72,11,3.0,300,0,8906,558
超市便利店,便利店,,重庆,0.0,486,3,1.0,301,1,23274,236
美食,快餐,中式快餐,武汉,0.0,209,1,0.0,302,0,15092,93
美食,快餐,西式快餐,西安,5.0,708,15,3.0,303,2,25473,2823
美食,快餐,西式快餐,温州,15.0,969,15,3.0,304,2,89400,6957
美食,快餐,西式快餐,广州,7.0,439,8,3.0,305,2,30207,9890
美食,快餐,中式快餐,深圳,2.0,847,3,0.0,306,0,27589,334
美食,快餐,西式快餐,绍兴,4.0,1082,14,3.0,307,2,21742,3685
美食,小吃,米粉/米线,杭州,0.0,789,12,4.0,308,0,4778,213
美食,快餐,中式快餐,青岛,2.0,645,6,3.0,309,0,20303,908
超市便利店,超市,,深圳,,576,17,,310,1,24363,3673
美食,快餐,中式快餐,北京,5.0,880,5,3.0,311,2,41957,3005
美食,快餐,中式快餐,嘉兴,5.0,1149,7,2.0,312,2,46355,2500
美食,快餐,中式快餐,深圳,3.0,983,2,0.0,313,0,38605,1332
美食,休闲茶饮,咖啡,南京,2.0,399,15,4.0,314,0,22138,320
美食,快餐,西式快餐,上海,7.0,453,11,3.0,315,2,55897,3453
美食,休闲茶饮,奶茶,杭州,2.0,681,2,4.0,316,0,27494,242
美食,小吃,其它小吃,苏州,1.0,902,5,2.0,317,0,11730,168
美食,中餐,粤菜,南京,4.0,680,18,3.0,318,0,39267,2203
美食,小吃,面点,上海,2.0,640,1,3.0,319,0,32800,918
美食,快餐,西式快餐,合肥,19.0,337,13,2.0,320,2,112081,10949
美食,快餐,中式快餐,杭州,1.0,258,10,1.0,321,0,10851,693
超市便利店,便利店,,佛山,0.0,82,3,1.0,322,0,17577,852
美食,快餐,西式快餐,南京,10.0,680,11,3.0,323,2,70934,2138
美食,休闲食品,生鲜水果,杭州,3.0,181,10,3.0,324,0,30498,499
美食,快餐,西式快餐,天津,6.0,30,8,4.0,325,2,18554,4955
美食,火锅,其它火锅,沈阳,2.0,929,20,3.0,326,0,8914,11854
美食,小吃,面点,上海,1.0,924,17,2.0,327,1,12850,518
美食,烘焙糕点,蛋糕,杭州,5.0,146,12,4.0,328,2,46934,3962
超市便利店,便利店,,青岛,0.0,940,5,3.0,329,1,25593,284
美食,其他美食,日韩料理,南京,1.0,680,18,3.0,330,0,8918,5499
美食,快餐,中式快餐,武汉,1.0,277,1,0.0,331,0,45940,365
美食,快餐,西式快餐,泰州,7.0,785,12,3.0,332,2,43506,4761
美食,烘焙糕点,蛋糕,上海,1.0,609,12,3.0,333,1,23480,940
美食,休闲食品,生鲜水果,杭州,1.0,827,2,3.0,334,0,24399,270
美食,快餐,中式快餐,广州,7.0,47,5,2.0,335,2,60042,5004
美食,火锅,其它火锅,上海,4.0,478,19,1.0,336,0,22454,11221
