cate_1_name,cate_2_name,cate_3_name,city_name,comment_cnt,location_id,per_pay,score,shop_id,shop_level
超市便利店,超市,,贵阳,NaN,666,20,NaN,408,1
超市便利店,超市,,武汉,0,1027,10,0,409,1
美食,休闲茶饮,奶茶,温州,1,100,2,3,410,0
美食,小吃,其它小吃,南京,1,399,5,3,411,0
美食,中餐,西北菜,广州,1,29,15,2,412,0
美食,快餐,中式快餐,北京,4,574,12,2,413,0
超市便利店,超市,,福州,0,702,19,4,414,1
美食,小吃,面点,上海,0,924,5,1,415,0
美食,其他美食,西餐,深圳,3,1052,19,3,416,0
美食,快餐,西式快餐,辽阳,4,1056,13,4,417,2
美食,快餐,西式快餐,常州,9,570,14,3,418,2
美食,快餐,西式快餐,广州,2,686,16,3,419,2
超市便利店,便利店,,广州,0,327,3,4,420,1
美食,烧烤,中式烧烤,绍兴,2,214,20,1,421,2
美食,休闲食品,生鲜水果,长沙,6,1012,16,3,422,1
美食,休闲茶饮,奶茶,武汉,3,1128,4,3,423,0
超市便利店,超市,,广州,0,465,16,1,424,1
美食,中餐,西北菜,上海,4,809,19,3,425,0
美食,小吃,其它小吃,上海,2,229,16,2,426,0
美食,其他美食,日韩料理,上海,2,642,20,3,427,0
美食,休闲茶饮,饮品/甜点,厦门,1,1103,2,2,428,0
美食,快餐,西式快餐,株洲,4,6,14,3,429,2
超市便利店,便利店,,深圳,NaN,195,5,NaN,430,0
美食,快餐,西式快餐,东莞,5,913,9,2,431,2
美食,休闲茶饮,饮品/甜点,沈阳,2,952,16,3,432,0
超市便利店,超市,,深圳,0,733,10,2,433,1
美食,中餐,湖北菜,武汉,0,269,20,1,434,0
超市便利店,超市,,合肥,NaN,99,19,NaN,435,1
美食,快餐,西式快餐,武汉,9,608,8,3,436,2
美食,快餐,中式快餐,深圳,1,562,8,0,437,0
休闲娱乐,网吧网咖,,杭州,0,1120,12,3,438,0
美食,中餐,江浙菜,金华,2,45,12,1,439,0
超市便利店,便利店,,杭州,NaN,131,6,NaN,440,0
超市便利店,超市,,上海,0,427,19,3,441,1
美食,快餐,西式快餐,天津,8,1123,11,3,442,2
美食,火锅,麻辣烫/串串香,上海,1,1061,13,2,443,0
美食,休闲食品,生鲜水果,无锡,1,177,15,3,444,0
美食,其他美食,其他餐饮美食,武汉,1,37,7,2,445,0
超市便利店,超市,,荆州,0,482,18,4,446,1
美食,快餐,中式快餐,广州,5,552,5,1,447,2
超市便利店,便利店,,北京,NaN,916,6,NaN,448,1
美食,休闲茶饮,冰激凌,温州,1,1129,17,3,449,0
超市便利店,超市,,无锡,NaN,782,14,NaN,450,0
美食,火锅,川味/重庆火锅,杭州,6,405,20,4,451,2
超市便利店,超市,,杭州,NaN,756,7,NaN,452,0
美食,快餐,其它快餐,上海,2,830,15,3,453,0
超市便利店,便利店,,广州,0,1124,2,4,454,0
美食,休闲食品,生鲜水果,杭州,6,264,17,3,455,2
美食,快餐,西式快餐,广州,5,257,7,2,456,2
美食,其他美食,日韩料理,杭州,1,250,7,3,457,0
美食,快餐,西式快餐,济南,8,767,14,2,458,2
美食,其他美食,自助餐,南京,2,673,20,1,459,0
美食,中餐,其它地方菜,杭州,2,261,4,2,460,0
美食,烘焙糕点,面包,北京,0,86,15,3,461,1
美食,快餐,西式快餐,济南,4,23,8,3,462,2
超市便利店,超市,,武汉,NaN,861,16,NaN,463,0
美食,快餐,西式快餐,北京,4,696,10,3,464,2
超市便利店,超市,,上海,0,346,19,3,465,1
美食,休闲茶饮,饮品/甜点,武汉,3,1007,18,3,466,0
超市便利店,超市,,泉州,NaN,965,17,NaN,467,1
美食,快餐,西式快餐,广州,7,757,13,3,468,2
美食,快餐,中式快餐,北京,1,696,5,3,469,0
美食,小吃,其它小吃,上海,1,639,6,4,470,0
美食,休闲食品,美食特产,南京,1,399,10,3,471,0
美食,快餐,西式快餐,南京,12,377,9,4,472,2
美食,快餐,中式快餐,北京,0,916,5,2,473,0
美食,休闲食品,生鲜水果,杭州,0,797,6,3,474,0
超市便利店,超市,,广州,0,155,16,3,475,1
美食,小吃,其它小吃,杭州,1,378,9,3,476,0
美食,小吃,面点,杭州,1,287,11,2,477,0
美食,休闲食品,生鲜水果,深圳,2,810,14,3,478,2
超市便利店,超市,,北京,NaN,727,16,NaN,479,0
美食,快餐,西式快餐,珠海,4,664,15,2,480,2
超市便利店,超市,,武汉,0,776,9,4,481,1
美食,快餐,西式快餐,太原,7,925,15,3,482,2
超市便利店,便利店,,广州,0,473,4,4,483,0
美食,休闲食品,零食,南京,2,796,20,4,484,0
美食,休闲食品,生鲜水果,杭州,2,181,12,1,485,0
超市便利店,便利店,,苏州,NaN,398,4,NaN,486,0
美食,休闲食品,生鲜水果,上海,1,453,15,3,487,2
超市便利店,超市,,北京,NaN,1141,10,NaN,488,0
超市便利店,便利店,,温州,0,1029,4,0,489,1
美食,休闲茶饮,冰激凌,哈尔滨,1,451,16,4,490,0
超市便利店,超市,,北京,0,94,18,0,491,1
超市便利店,便利店,,南京,0,377,8,4,492,1
美食,烘焙糕点,面包,厦门,0,10,1,2,493,0
美发/美容/美甲,美容美发,,北京,2,889,20,3,494,1
美食,快餐,中式快餐,广州,2,552,17,0,495,0
美食,小吃,其它小吃,上海,2,478,10,3,496,0
美食,小吃,其它小吃,武汉,1,606,16,2,497,2
美食,休闲食品,生鲜水果,南京,2,1126,4,3,498,0
美食,快餐,西式快餐,濮阳,5,163,14,3,499,2
美食,烧烤,中式烧烤,杭州,5,264,20,2,500,2
美食,休闲茶饮,饮品/甜点,济南,1,528,1,4,501,0
美食,快餐,西式快餐,厦门,9,620,13,3,502,2
美食,快餐,中式快餐,苏州,3,48,13,2,503,1
超市便利店,便利店,,长沙,0,650,7,4,504,0
超市便利店,便利店,,广州,0,932,3,4,505,0
美食,烘焙糕点,面包,北京,1,632,15,3,506,1
美食,休闲食品,生鲜水果,福州,4,425,2,3,507,0
超市便利店,便利店,,北京,NaN,836,7,NaN,508,1
美食,小吃,其它小吃,南昌,3,1135,16,2,509,2
超市便利店,便利店,,温州,0,969,4,4,510,1
美食,快餐,西式快餐,淮安,11,447,14,3,511,2
美食,休闲茶饮,奶茶,武汉,2,1024,1,3,512,0
美食,小吃,面点,北京,3,367,5,3,513,0
美食,休闲食品,生鲜水果,杭州,1,884,11,2,514,0
超市便利店,便利店,,中山,0,660,2,0,515,0
美食,小吃,其它小吃,苏州,1,922,5,2,516,0
超市便利店,超市,,苏州,0,902,17,4,517,1
美食,烘焙糕点,面包,常州,1,452,12,3,518,1
美食,快餐,西式快餐,上海,4,864,11,3,519,2
超市便利店,便利店,,淮北,0,493,5,3,520,1
美食,快餐,西式快餐,上海,3,478,13,1,521,2
美食,中餐,江浙菜,深圳,6,991,20,2,522,2
美食,快餐,其它快餐,无锡,0,766,17,1,523,1
美食,小吃,其它小吃,杭州,0,378,6,3,524,0
美食,休闲食品,生鲜水果,广州,3,335,12,3,525,2
美食,快餐,西式快餐,无锡,7,1067,12,3,526,2
美食,小吃,面点,杭州,1,303,9,3,527,0
超市便利店,超市,,宁波,0,723,19,3,528,1
美食,快餐,中式快餐,南京,1,527,10,1,529,0
美食,快餐,中式快餐,深圳,6,847,3,0,530,0
美食,快餐,西式快餐,嘉兴,9,753,13,3,531,2
美食,休闲食品,生鲜水果,杭州,0,89,9,3,532,0
超市便利店,便利店,,深圳,NaN,1109,3,NaN,533,0
美食,休闲茶饮,冰激凌,杭州,4,1093,11,3,534,1
超市便利店,超市,,西安,NaN,942,18,NaN,535,1
超市便利店,超市,,上海,NaN,545,11,NaN,536,0
美食,快餐,西式快餐,扬州,4,547,14,3,537,1
美食,休闲茶饮,冰激凌,北京,1,1130,10,3,538,0
美食,快餐,西式快餐,福州,4,1,9,3,539,2
超市便利店,超市,,温州,0,174,7,4,540,0
超市便利店,便利店,,温州,0,239,2,4,541,1
美食,快餐,中式快餐,杭州,1,908,9,1,542,0
美食,小吃,其它小吃,南京,1,399,2,3,543,0
美食,小吃,其它小吃,绍兴,4,418,10,3,544,0
美食,休闲食品,零食,广州,1,228,9,2,545,0
美食,快餐,西式快餐,佛山,4,1122,10,3,546,2
美食,休闲茶饮,饮品/甜点,厦门,1,10,1,3,547,0
美食,快餐,西式快餐,上海,6,1054,10,3,548,2
美食,烘焙糕点,面包,常州,3,385,17,4,549,0
美食,火锅,麻辣烫/串串香,上海,1,1110,14,3,550,0
美食,烘焙糕点,面包,上海,1,554,10,2,551,1
美食,小吃,面点,杭州,2,740,9,2,552,0
超市便利店,超市,,蚌埠,NaN,958,12,NaN,553,0
美食,其他美食,自助餐,福州,2,35,20,2,554,0
美食,休闲食品,生鲜水果,杭州,2,131,7,4,555,0
超市便利店,便利店,,温州,0,170,5,2,556,1
美食,快餐,中式快餐,广州,15,57,7,3,557,0
美食,休闲食品,生鲜水果,广州,4,800,7,2,558,0
美食,快餐,中式快餐,福州,1,122,3,2,559,0
美食,小吃,其它小吃,武汉,7,915,19,3,560,2
超市便利店,超市,,苏州,NaN,456,1,NaN,561,0
美食,中餐,其它地方菜,杭州,0,378,6,3,562,0
美食,快餐,西式快餐,龙岩,2,95,10,3,563,2
美食,快餐,西式快餐,宁波,9,762,16,2,564,2
美食,快餐,西式快餐,上海,7,406,8,3,565,2
美食,快餐,西式快餐,合肥,7,817,12,3,566,2
超市便利店,便利店,,北京,NaN,617,5,NaN,567,0
美食,快餐,西式快餐,湖州,7,1105,14,3,568,2
美食,烘焙糕点,面包,福州,1,851,2,2,569,0
美食,快餐,西式快餐,湖州,12,899,6,3,570,2
美食,快餐,中式快餐,上海,3,679,6,2,571,0
美食,休闲茶饮,奶茶,杭州,7,1093,6,4,572,0
美食,快餐,西式快餐,沈阳,4,475,15,4,573,2
美食,其他美食,日韩料理,上海,1,1032,19,3,574,0
美食,快餐,中式快餐,杭州,2,1091,10,1,575,0
美食,快餐,西式快餐,镇江,4,438,13,3,576,2
超市便利店,超市,,金华,NaN,437,20,NaN,577,1
超市便利店,便利店,,广州,0,343,3,2,578,0
美食,快餐,其它快餐,上海,3,1113,15,2,579,0
超市便利店,超市,,宁波,0,759,19,3,580,1
超市便利店,便利店,,上海,0,1023,2,4,581,1
美食,休闲茶饮,奶茶,苏州,1,421,5,3,582,0
美食,快餐,西式快餐,武汉,4,435,13,2,583,2
超市便利店,超市,,襄阳,0,593,17,0,584,1
美食,休闲茶饮,饮品/甜点,上海,3,544,7,3,585,2
美食,小吃,面点,南京,3,680,8,3,586,0
超市便利店,超市,,郑州,NaN,74,19,NaN,587,1
美食,中餐,香锅/烤鱼,台州,1,84,20,1,588,0
美食,快餐,西式快餐,金华,4,1157,16,3,589,2
超市便利店,超市,,福州,0,122,11,0,590,0
美食,快餐,西式快餐,咸阳,5,931,14,3,591,2
超市便利店,超市,,常州,NaN,1079,17,NaN,592,1
美食,休闲食品,其它休闲食品,南京,7,399,9,3,593,0
美食,休闲茶饮,奶茶,济南,2,23,12,3,594,1
美食,休闲茶饮,奶茶,杭州,3,386,1,4,595,0
美食,快餐,西式快餐,东莞,3,1055,13,2,596,2
美食,烘焙糕点,面包,南京,2,96,10,3,597,0
超市便利店,便利店,,北京,NaN,535,7,NaN,598,0
美食,休闲食品,生鲜水果,杭州,0,275,16,3,599,0
美食,快餐,其它快餐,上海,6,906,13,3,600,0
超市便利店,超市,,成都,NaN,1159,20,NaN,601,0
超市便利店,便利店,,深圳,NaN,991,2,NaN,602,1
超市便利店,便利店,,杭州,NaN,865,3,NaN,603,1
美食,快餐,中式快餐,上海,0,168,15,0,604,0
超市便利店,超市,,孝感,NaN,1022,17,NaN,605,1
超市便利店,超市,,哈尔滨,NaN,350,18,NaN,606,1
美食,休闲食品,生鲜水果,杭州,2,835,10,2,607,0
超市便利店,超市,,金华,0,3,17,4,608,0
超市便利店,超市,,无锡,NaN,586,14,NaN,609,0
美食,快餐,西式快餐,郑州,7,957,12,3,610,2
超市便利店,超市,,广州,NaN,242,11,NaN,611,0
美食,休闲食品,其它休闲食品,杭州,1,850,4,3,612,0
超市便利店,超市,,佛山,0,648,17,3,613,0
美食,快餐,中式快餐,上海,5,948,8,3,614,2
美食,快餐,西式快餐,常州,4,1079,13,3,615,2
美食,中餐,粤菜,深圳,3,194,19,2,616,0
美食,休闲茶饮,奶茶,厦门,1,1107,2,4,617,0
超市便利店,便利店,,上海,0,554,2,4,618,1
美食,烧烤,中式烧烤,深圳,5,966,20,0,619,2
美食,烘焙糕点,蛋糕,上海,2,662,4,3,620,0
美食,快餐,中式快餐,广州,1,928,3,0,621,0
美食,快餐,西式快餐,阜阳,5,951,14,2,622,2
美食,快餐,中式快餐,北京,3,51,16,3,623,0
超市便利店,超市,,南京,NaN,73,17,NaN,624,1
超市便利店,超市,,重庆,NaN,419,17,NaN,625,1
超市便利店,超市,,南京,NaN,859,3,NaN,626,0
超市便利店,便利店,,北京,NaN,199,5,NaN,627,1
美食,快餐,西式快餐,北京,8,601,9,3,628,2
美食,休闲茶饮,饮品/甜点,上海,4,846,10,3,629,2
超市便利店,超市,,江门,NaN,894,17,NaN,630,0
超市便利店,便利店,,杭州,0,884,3,3,631,1
美食,休闲食品,生鲜水果,南昌,1,964,2,4,632,0
美食,快餐,中式快餐,南京,1,401,7,1,633,0
超市便利店,超市,,上海,0,643,10,0,634,0
美食,休闲茶饮,饮品/甜点,武汉,1,1018,1,3,635,0
美食,小吃,面点,常州,2,31,1,4,636,0
超市便利店,超市,,武汉,0,259,8,4,637,1
美食,休闲茶饮,饮品/甜点,深圳,9,862,15,4,638,0
美食,休闲茶饮,饮品/甜点,常州,5,321,9,3,639,2
美食,小吃,其它小吃,北京,3,113,17,4,640,0
超市便利店,便利店,,珠海,NaN,28,5,NaN,641,1
美食,小吃,其它小吃,杭州,3,1093,4,2,642,0
超市便利店,便利店,,温州,0,61,5,4,643,1
美食,小吃,其它小吃,广州,1,36,7,3,644,0
超市便利店,便利店,,广州,0,552,2,1,645,1
美食,休闲食品,生鲜水果,南京,1,175,3,4,646,0
超市便利店,超市,,达州,NaN,518,19,NaN,647,1
美食,休闲食品,其它休闲食品,南京,2,680,8,3,648,0
超市便利店,便利店,,杭州,0,110,3,4,649,1
超市便利店,超市,,广州,0,911,18,3,650,1
美食,快餐,中式快餐,杭州,5,280,3,2,651,0
超市便利店,超市,,杭州,0,850,19,4,652,1
超市便利店,便利店,,温州,0,722,5,4,653,1
美食,休闲食品,生鲜水果,郑州,1,829,2,2,654,0
超市便利店,便利店,,佛山,0,304,4,4,655,0
美食,休闲茶饮,奶茶,杭州,4,897,1,4,656,0
美食,快餐,西式快餐,昆明,3,1152,10,3,657,2
美食,小吃,其它小吃,上海,3,1032,7,3,658,0
美食,快餐,中式快餐,深圳,3,195,7,2,659,2
美食,休闲食品,生鲜水果,上海,3,1113,14,4,660,2
美食,火锅,其它火锅,北京,3,479,18,3,661,2
美食,小吃,面点,杭州,2,815,5,3,662,0
美食,休闲茶饮,奶茶,上海,3,709,4,3,663,2
美食,快餐,西式快餐,哈尔滨,6,397,15,3,664,2
美食,中餐,江浙菜,杭州,2,1093,20,1,665,1
美食,快餐,西式快餐,成都,3,816,15,2,666,1
美食,快餐,中式快餐,杭州,5,287,11,1,667,0
美食,快餐,西式快餐,杭州,10,283,16,1,668,2
美食,小吃,米粉/米线,佛山,2,1143,7,2,669,0
美食,快餐,西式快餐,苏州,9,306,12,3,670,2
超市便利店,超市,,成都,0,446,19,4,671,1
美食,烘焙糕点,蛋糕,杭州,2,523,16,3,672,0
超市便利店,超市,,十堰,NaN,565,17,NaN,673,1
美食,快餐,中式快餐,深圳,3,165,2,0,674,0
美食,快餐,西式快餐,梧州,6,164,4,3,675,2
美食,快餐,西式快餐,上海,7,414,13,3,676,2
美食,烘焙糕点,面包,深圳,2,1109,8,2,677,1
超市便利店,便利店,,广州,0,47,2,4,678,1
超市便利店,超市,,温州,NaN,1006,17,NaN,679,1
美食,中餐,台湾菜,厦门,0,21,2,2,680,0
美食,快餐,西式快餐,福州,5,765,15,2,681,2
超市便利店,超市,,常州,0,121,19,2,682,1
美食,中餐,闽菜,广州,2,552,20,1,683,0
美食,快餐,西式快餐,沈阳,4,598,7,4,684,2
超市便利店,超市,,北京,NaN,403,12,NaN,685,0
美食,休闲茶饮,饮品/甜点,上海,5,519,9,3,686,2
超市便利店,超市,,黄石,0,316,17,4,687,1
超市便利店,便利店,,广州,NaN,792,2,NaN,688,1
美食,快餐,中式快餐,上海,4,417,18,2,689,2
超市便利店,超市,,上海,NaN,293,18,NaN,690,1
超市便利店,超市,,北京,NaN,717,18,NaN,691,1
美食,快餐,西式快餐,日照,10,103,13,3,692,2
美食,中餐,湘菜,武汉,0,557,5,2,693,0
美食,快餐,中式快餐,上海,1,924,11,1,694,0
美食,中餐,西北菜,杭州,9,264,20,3,695,2
超市便利店,便利店,,上海,NaN,839,6,NaN,696,0
美食,快餐,西式快餐,南京,1,52,2,4,697,0
超市便利店,超市,,上海,NaN,266,8,NaN,698,0
美食,快餐,中式快餐,上海,1,906,5,1,699,0
美食,烘焙糕点,蛋糕,南京,1,739,1,4,700,0
美食,快餐,中式快餐,南京,1,469,10,1,701,0
美食,快餐,西式快餐,杭州,5,250,11,3,702,1
美食,快餐,中式快餐,大连,3,495,3,3,703,0
美食,休闲茶饮,饮品/甜点,成都,8,641,6,4,704,2
美食,其他美食,西餐,杭州,3,740,20,3,705,2
美食,快餐,中式快餐,杭州,0,927,14,2,706,0
美食,火锅,麻辣烫/串串香,深圳,1,991,11,0,707,0
美食,快餐,西式快餐,深圳,7,281,10,2,708,2
美食,小吃,面点,上海,3,921,17,2,709,1
美食,快餐,西式快餐,深圳,8,991,11,3,710,2
美食,快餐,中式快餐,台州,1,926,15,3,711,0
超市便利店,超市,,厦门,0,716,20,4,712,1
美食,快餐,中式快餐,上海,4,420,10,2,713,2
超市便利店,超市,,合肥,NaN,1044,20,NaN,714,1
美食,快餐,西式快餐,南京,19,149,13,3,715,2
美食,快餐,中式快餐,南京,2,680,11,2,716,2
美食,休闲茶饮,奶茶,南京,3,434,4,3,717,0
美食,休闲食品,生鲜水果,合肥,1,374,3,2,718,0
超市便利店,超市,,武汉,0,298,18,4,719,1
超市便利店,便利店,,广州,0,335,2,3,720,1
美食,休闲食品,其它休闲食品,南昌,1,179,1,2,721,0
美食,小吃,面点,杭州,3,378,8,3,722,0
美食,休闲茶饮,饮品/甜点,上海,4,554,8,3,723,0
美食,快餐,西式快餐,惠州,3,1074,11,3,724,2
美食,休闲茶饮,饮品/甜点,金华,2,3,11,4,725,2
美食,烘焙糕点,蛋糕,天津,6,992,9,4,726,2
美食,烧烤,中式烧烤,深圳,6,531,20,0,727,2
超市便利店,超市,,深圳,NaN,233,17,NaN,728,0
美食,快餐,西式快餐,扬州,15,806,13,3,729,2
超市便利店,超市,,东莞,0,1031,18,1,730,0
超市便利店,便利店,,广州,0,710,1,0,731,1
美食,休闲茶饮,奶茶,温州,2,1129,6,3,732,1
美食,休闲食品,其它休闲食品,福州,1,425,1,3,733,0
美食,快餐,西式快餐,北京,6,968,15,3,734,2
美食,小吃,米粉/米线,南宁,1,1137,5,3,735,0
超市便利店,超市,,上海,0,218,17,4,736,1
美食,快餐,西式快餐,广州,17,132,9,2,737,2
美食,烘焙糕点,蛋糕,温州,4,80,12,3,738,0
超市便利店,超市,,南宁,0,1137,19,4,739,1
美食,快餐,西式快餐,杭州,4,871,17,3,740,2
超市便利店,超市,,南京,0,1126,19,4,741,1
美食,烘焙糕点,蛋糕,上海,4,417,4,3,742,0
超市便利店,便利店,,北京,0,430,4,4,743,0
美食,快餐,西式快餐,徐州,5,373,9,3,744,2
美食,小吃,面点,上海,1,679,5,1,745,0
美食,快餐,西式快餐,广州,5,235,9,3,746,2
超市便利店,超市,,苏州,NaN,790,18,NaN,747,1
美食,休闲茶饮,奶茶,长沙,5,511,8,4,748,0
超市便利店,便利店,,合肥,NaN,1021,5,NaN,749,0
美食,快餐,西式快餐,宁波,9,891,13,3,750,2
美食,休闲茶饮,奶茶,南京,1,107,2,4,751,0
美食,休闲茶饮,奶茶,深圳,2,991,15,4,752,0
美食,快餐,西式快餐,济南,4,767,11,3,753,2
美食,休闲食品,生鲜水果,杭州,0,827,2,4,754,0
超市便利店,超市,,南平,NaN,140,18,NaN,755,1
美食,烘焙糕点,蛋糕,杭州,3,760,9,3,756,2
超市便利店,超市,,重庆,NaN,997,18,NaN,757,1
超市便利店,便利店,,杭州,NaN,749,4,NaN,758,1
美食,休闲茶饮,奶茶,上海,2,882,5,4,759,0
美食,休闲茶饮,饮品/甜点,武汉,4,259,1,3,760,0
美食,快餐,中式快餐,深圳,1,194,14,0,761,0
超市便利店,超市,,石家庄,NaN,333,19,NaN,762,0
美食,小吃,熟食,绍兴,3,167,3,3,763,0
美食,烘焙糕点,面包,绍兴,1,167,9,3,764,1
美食,休闲茶饮,饮品/甜点,上海,3,255,7,3,765,2
超市便利店,超市,,重庆,NaN,472,19,NaN,766,0
美食,快餐,西式快餐,汕尾,5,467,13,3,767,2
美食,休闲食品,零食,金华,1,53,5,4,768,0
美食,快餐,西式快餐,杭州,3,834,11,2,769,2
美食,休闲茶饮,饮品/甜点,杭州,2,349,7,3,770,1
美食,快餐,西式快餐,南宁,4,336,6,3,771,2
美食,烘焙糕点,面包,天津,5,625,15,4,772,2
美食,快餐,西式快餐,南京,11,919,13,3,773,2
超市便利店,超市,,天门,NaN,313,19,NaN,774,1
美食,快餐,西式快餐,北京,11,713,10,3,775,2
超市便利店,超市,,重庆,NaN,1148,18,NaN,776,1
美食,快餐,中式快餐,杭州,2,1094,6,0,777,0
美食,小吃,其它小吃,上海,1,937,11,2,778,0
美食,休闲茶饮,奶茶,宁波,2,252,1,3,779,0
超市便利店,便利店,,温州,0,505,5,4,780,1
美食,快餐,西式快餐,扬州,13,1000,13,3,781,2
美食,快餐,西式快餐,清远,3,97,10,3,782,2
美食,快餐,中式快餐,济南,1,934,7,3,783,0
美食,快餐,西式快餐,株洲,6,308,15,2,784,2
超市便利店,便利店,,常州,0,121,5,4,785,1
美食,快餐,西式快餐,济宁,4,463,15,4,786,2
超市便利店,超市,,重庆,NaN,243,19,NaN,787,1
美食,快餐,中式快餐,北京,5,614,1,3,788,1
美食,快餐,西式快餐,上海,6,1032,11,3,789,1
美食,小吃,面点,杭州,1,287,6,3,790,1
美食,快餐,西式快餐,成都,8,208,12,3,791,2
超市便利店,便利店,,上海,0,168,3,4,792,1
超市便利店,超市,,德阳,NaN,1112,20,NaN,793,0
美食,快餐,中式快餐,武汉,0,737,2,0,794,0
美食,中餐,粤菜,上海,1,1127,15,2,795,0
美食,休闲茶饮,奶茶,广州,2,36,9,3,796,0
美食,快餐,西式快餐,铜陵,7,454,14,3,797,2
美食,快餐,中式快餐,北京,2,402,10,2,798,0
美食,火锅,川味/重庆火锅,苏州,6,790,20,4,799,2
美食,休闲茶饮,奶茶,上海,5,545,6,4,800,0
美食,休闲茶饮,奶茶,武汉,1,278,3,3,801,0
美食,其他美食,西餐,厦门,4,620,19,0,802,2
美食,小吃,其它小吃,武汉,0,117,1,2,803,0
美食,小吃,其它小吃,北京,2,564,17,4,804,0
超市便利店,便利店,,北京,0,331,5,0,805,0
超市便利店,超市,,上海,NaN,453,18,NaN,806,1
美食,快餐,西式快餐,佛山,3,648,9,2,807,2
美食,快餐,西式快餐,武汉,18,524,13,1,808,2
超市便利店,超市,,北京,NaN,977,15,NaN,809,0
美食,快餐,中式快餐,北京,1,42,9,2,810,0
美食,中餐,粤菜,上海,1,1032,20,2,811,0
美食,快餐,中式快餐,杭州,3,378,1,3,812,0
美食,休闲茶饮,饮品/甜点,北京,4,580,9,4,813,2
